股票代码,公司名称
600795,国务院国有资产监督管理委员会
600796,海宁市人民政府
600798,浙江省人民政府国有资产监督管理委员会
600800,天津市人民政府国有资产监督管理委员会
600801,LafargeHolcim Ltd
600802,福建省国有资产监督管理委员会
600805,盐城市国有资产监督管理委员会
600808,国务院国有资产监督管理委员会
600809,山西省国有资产监督管理委员会
600810,河南省国有资产监督管理委员会
600812,河北省国有资产监督管理委员会
600814,杭州市人民政府国有资产监督管理委员会
600815,厦门市人民政府国有资产监督管理委员会
600816,高天国
600817,汤玉祥、游明设、曹建伟、王建军、谢群鹏、杨张峰、张宝锋
600819,上海市国有资产监督管理委员会
600820,上海市国有资产监督管理委员会
600821,天津市国有资产监督管理委员会
600822,上海市国有资产监督管理委员会
600824,上海市黄浦区国有资产监督管理委员会
600825,上海市国有资产监督管理委员会
600826,上海市国有资产监督管理委员会
600827,上海市国有资产监督管理委员会
600828,黄茂如
600830,中国烟草总公司
600831,中共陕西省委宣传部
600833,上海市国有资产监督管理委员会
600834,上海市国有资产监督管理委员会
600835,上海市国有资产监督管理委员会
600836,费钧德
600838,上海市静安区国有资产监督管理委员会
600839,绵阳市国有资产监督管理委员会
600841,上海市国有资产监督管理委员会
600844,江苏省丹阳市人民政府
600845,国务院国有资产监督管理委员会
600846,中华人民共和国教育部
600848,上海市国有资产监督管理委员会
600850,国务院国有资产监督管理委员会
600853,黑龙江省人民政府国有资产监督管理委员会
600854,春兰(集团)公司
600855,国务院国有资产监督管理委员会
600856,郭思颖、薛东萍
600857,徐柏良
600858,山东省人民政府国有资产监督管理委员会
600859,北京市国有资产监督管理委员会
600860,北京市人民政府国有资产监督管理委员会
600861,北京市人民政府国有资产监督管理委员会
600862,国务院国有资产监督管理委员会
600863,国务院国有资产监督管理委员会
600864,哈尔滨市人民政府国有资产监督管理委员会
600865,陈桂花、王水福
600866,广东省人民政府
600867,李一奎、王殿铎
600870,王玲玲、王春芳
600871,国务院国有资产监督管理委员会
600872,姚振华
600873,孟庆山及其一致行动人
600874,天津市人民政府国有资产监督管理委员会
600875,国务院国有资产监督管理委员会
600876,国务院国有资产监督管理委员会
600877,国务院国有资产监督管理委员会
600879,国务院国有资产监督管理委员会
600880,成都市国有资产监督管理委员会
600881,长春市人民政府国有资产监督管理委员会
600883,王绥义
600884,郑永刚
600886,国务院国有资产监督管理委员会
600889,南京市国有资产监督管理委员会
600890,呼健
600891,平贵杰
600893,国务院国有资产监督管理委员会
600894,广州市人民政府国有资产监督管理委员会
600895,上海市浦东新区国有资产监督管理委员会
600897,厦门市国有资产监督管理委员会
600898,黄光裕
600900,国务院国有资产监督管理委员会
600901,江苏省人民政府国有资产监督管理委员会
600908,4000
600909,安徽省国有资产监督管理委员会
600917,重庆市国有资产监督管理委员会
600926,杭州市财政局
600929,湖南省人民政府国有资产监督管理委员会
600936,广西电视台
600939,重庆市国有资产监督管理委员会
600960,北京市人民政府国有资产监督管理委员会
600961,中国五矿集团有限公司
600962,国务院国有资产监督管理委员会
600963,国务院国有资产监督管理委员会
600965,李高生、李福成
600966,杨延良
600967,国务院国有资产监督管理委员会
600968,中国海洋石油集团有限公司
600969,郴州市人民政府
600970,国务院国有资产监督管理委员会
600971,安徽省人民政府国有资产监督管理委员会
600973,中国航空工业集团有限公司
600975,湖南省人民政府国有资产监督管理委员会
600976,汪力成
600977,中国电影集团公司
600978,刘绍喜
600979,广安市广安区人民政府
600980,国务院国有资产监督管理委员会
600981,江苏省人民政府国有资产监督管理委员会
600982,宁波市国有资产监督管理委员会
600983,Whirlpool Corporation
600984,陕西省人民政府国有资产监督管理委员会
600985,安徽省国有资产监督管理委员会
600987,杭州萧山航民村资产经营中心
600988,赵美光
600990,国务院国有资产监督管理委员会
600992,贵州省国有资产监督管理委员会
600995,广东省国有资产监督管理委员会
600996,贵州广播电视台
600997,河北省人民政府国有资产监督管理委员会
600999,国务院国有资产监督管理委员会
601000,唐山市人民政府国有资产监督管理委员会
601001,山西省国有资产监督管理委员会
601002,蔡林玉华、蔡晋彰、蔡永龙、蔡雯婷
601003,广西壮族自治区国有资产监督管理委员会
601005,四源合股权投资管理有限公司
601006,中国铁路总公司
601007,江苏省国有资产监督管理委员会
601008,连云港市国有资产监督管理委员会
601010,徐长江
601012,李振国、李喜燕
601016,国务院国有资产监督管理委员会
601018,浙江省人民政府国有资产监督管理委员会
601019,山东省人民政府
601038,国务院国有资产监督管理委员会
601068,国务院国有资产监督管理委员会
601069,新疆维吾尔自治区人民政府国有资产监督管委员会
601086,张国芳、张春芳
601088,国务院国有资产监督管理委员会
601098,湖南省人民政府
601100,汪立平、钱佩新、汪奇
601101,北京市人民政府国有资产监督管理委员会
601106,国务院国有资产监督管理委员会
601107,四川省人民政府国有资产监督管理委员会
601108,浙江省财政厅
601111,国务院国有资产监督管理委员会
601113,丁志民、丁尔民、丁军民
601117,国务院国有资产监督管理委员会
601118,海南省国有资产监督管理委员会
601126,杨奇逊、王绪昭
601139,深圳市人民政府国有资产监督管理委员会
601158,重庆市国有资产监督管理委员会
601163,丁玉华
601168,青海省政府国有资产监督管理委员会
601177,杭州市萧山区财政局
601179,国务院国有资产监管管理委员会
601186,国务院国有资产监督管理委员会
601188,黑龙江省交通运输厅
601198,中华人民共和国财政部
601199,江阴市人民政府
601200,上海市国有资产监督管理委员会
601211,上海国际集团有限公司
601216,杜江涛
601225,陕西省人民政府国有资产监督管理委员会
601226,国务院国有资产监督管理委员会
601228,广州市人民政府国有资产监督管理委员会
601231,"张虔生,张洪本兄弟"
601236,中国烟草总公司
601238,广州市国有资产监督管理委员会
601258,庞庆华
601298,青岛市人民政府国有资产监督管理委员会
601326,河北省人民政府国有资产监督管理委员会
601330,北京市人民政府国有资产监督管理委员会
601333,中国铁路总公司
601339,杨卫新、杨卫国
601366,徐恭藻、徐瑞泽、赵钦霞
601368,南宁市人民政府国有资产监督管理委员会
601369,西安市人民政府国有资产监督管理委员会
601375,河南省发展和改革委员会
601377,福建省财政厅
601388,黄崇胜
601390,国务院国有资产监督管理委员会
601500,周耀庭、周海江、周鸣江、周海燕、顾萃、刘连红
601515,黄晓鹏、黄晓佳、黄炳文
601518,吉林省交通运输厅
601519,张长虹
601555,苏州市人民政府国有资产监督管理委员会
601567,郑坚江、何意菊
601579,金良顺
601588,北京市人民政府国有资产监督管理委员会
601595,上海市国有资产监督管理委员会
601598,国务院国有资产监督管理委员会
601600,国务院国有资产监督管理委员会
601606,安徽省国有资产监督管理委员会
601607,上海市国有资产监督管理委员会
601608,财政部
601611,国务院国有资产监督管理委员会
601615,吴玲、张传卫、张瑞
601618,国务院国有资产监督管理委员会
601628,中华人民共和国财政部
601666,河南省国有资产监督管理委员会
601668,国务院国有资产监督管理委员会
601669,国务院国有资产监督管理委员会
601678,张忠正、石秦岭、李德敏、金建全、王黎明、王树华、初照圣、杜秋敏、刘维群、赵红星、石静远、公小雨
601688,江苏省人民政府国有资产监督管理委员会
601698,国务院国有资产监督管理委员会
601699,山西省人民政府国有资产监督管理委员会
601717,河南省人民政府国有资产监督管理委员会
601718,国务院国有资产监督管理委员会
601727,上海市国有资产监督管理委员会
601766,国务院国有资产监督管理委员会
601777,尹明善、陈巧凤、尹索微、尹喜地
601788,中华人民共和国国务院
601789,宁波市人民政府国有资产监督管理委员会
601798,国务院国有资产监督管理委员会
601800,国务院国有资产监督管理委员会
601801,安徽省人民政府
601808,国务院国有资产监督管理委员会
601811,四川省政府国有资产监督管理委员会
601818,中央汇金投资有限责任公司
601857,国务院国有资产监督管理委员会
601858,中国科学院控股有限公司
601865,阮洪良、阮泽云、姜瑾华、赵晓非
601866,国务院国有资产监督管理委员会
601872,国务院国有资产监督管理委员会
601878,浙江省交通投资集团有限公司
601880,招商局集团有限公司
601881,中央汇金投资有限责任公司
601882,张静章、张剑鸣、张静来、钱耀恩
601886,刘载望、富海霞
601888,国务院国有资产监督管理委员会
601890,陶安祥、陶兴、施建华、陶媛
601898,国务院国有资产监督管理委员会
601899,福建省上杭县国资委
601900,广东省人民政府
601901,中华人民共和国教育部
601908,冯焕培、范朝霞
601918,国务院国有资产监督管理委员会
601919,国务院国有资产监督管理委员会
601928,江苏省人民政府
601929,吉林广播电视台
601939,中国投资有限责任公司
601949,中国出版集团有限公司
601952,江苏省国有资产监督管理委员会
601958,陕西省人民政府国有资产监督管理委员会
601965,国务院国有资产监督管理委员会
601966,王希成、王锋、王琳、张光英
601968,中国宝武钢铁集团有限公司
601969,郭广昌
601975,国务院国有资产监督管理委员会
601985,国务院国资委
601988,中国投资有限责任公司
601989,国务院国有资产监督管理委员会
601990,南京市人民政府国有资产监督管理委员会
601991,国务院国有资产监督管理委员会
601992,北京市人民政府国有资产监督管理委员会
601998,中华人民共和国财政部
601999,辽宁省人民政府国有资产监督管理委员会
603000,人民日报社
603002,Grace Tsu Han Wong、王文洋
603003,徐增增、刘策、刘振光
603006,徐涛明、吉蔚娣
603007,肖国强
603010,高献国、高峰、高远夏、郑国富、高强
603013,国家开发投资集团有限公司
603015,周珊珊、熊钰麟
603016,赵汉新、赵敏海
603019,中国科学院计算技术研究所
603021,张德华、张刚
603025,北京市国有资产监督管理委员会
603026,中国石油大学(华东)
603028,崔志强
603029,山东省供销合作社联合社
603031,袁永刚、王文娟
603032,胡成中
603033,叶继跃、张桂玉
603035,罗小春、王卫清
603037,杨颖韬、杨建刚、李建星、刘仁山、侯瑞宏、高丽
603038,谭洪汝、谢劭庄
603040,徐纳、胡欣
603043,广州市人民政府国有资产监督管理委员会
603050,张成锁、李砚如、屈国旺、邱士勇、董彩宏
603055,施秀幼、施清岛
603058,邓代兴、邓维加
603060,国务院国有资产监督管理委员会
603063,韩玉、盛小军、夏泉波、柳国英
603068,Pengfei Zhang、Dawei Guo
603069,海南省政府国有资产监督管理委员会
603076,赖云来、黄粤宁
603081,丰华、王小红、丰嘉隆、丰嘉敏
603085,陈邦锐、许筱荷
603088,郑良才、郑功、徐俭芬
603089,郑连松、郑连平、郑念辉
603090,钮玉霞、钮法清
603093,横店社团经济企业联合会
603096,陈明俊、陈李平
603098,刘爱森、李桂茹
603099,吉林省长白山保护开发区管理委员会
603100,重庆市国有资产监督管理委员会
603103,横店社团经济企业联合会
603105,张利忠、张震豪、张文娟
603108,杭州市下城区人民政府
603110,樊家驹、朱君斐
603113,秦庆平、王咏梅
603115,严季新、施克俭
603123,北京市海淀区国有资产监督管理委员会
603126,国务院国有资产监督管理委员会
603127,冯宇霞、周志文
603128,国务院国有资产监督管理委员会
603131,舒宏瑞、舒振宇、缪莉萍
603138,朱华威、陈志敏
603158,蒋学真、董晓燕
603159,谢亚明、谢悦
603161,陈洪民、陈小科
603165,冯荣华、张云芳
603167,辽宁省人民政府国有资产监督管理委员会
603169,甘肃省国有资产监督管理委员会
603177,金猛、黄浙燕
603178,罗玉龙、罗力成、陈雅卿
603179,唐志华、唐敖齐
603180,温建怀、潘孝贞
603181,王伟松、马荣芬
603183,吴小翔、黄春生、王惠明、吴其超
603185,杨建良、杭虹
603186,汪力成
603188,许小初、许旭东、许芸霞
603192,钱建中、颜群
603196,王卫东、曲江亭
603197,陈洪凌、张祖秋、宋瑾
603199,安徽省人民政府国有资产监督管理委员会
603200,王炜、翁晖岚
603203,金春、戚国强
603214,施琼、莫锐强、董勤存、戚继伟
603218,傅明康、陈建敏、傅凌儿
603220,李六兵、梅漫
603222,李仙玉、张雪琴、李慧慧、李丽莎、别涌、田云飞
603225,庄奎龙、屈凤琪、庄耀中
603227,新疆维吾尔自治区人民政府国有资产监督管理委员会
603228,黄小芬、卓军、赖以明、刘绍柏
603232,孔令钢、陆海天
603233,柯云峰、柯金龙、柯康保
603256,Grace Tsu Han Wong、王文洋
603258,陈芳、胡建平、胡玉彪
603259,Ge Li、刘晓钟、张朝晖、Ning Zhao
603266,张秀君、胡建立
603268,陈建华、范红卫
603269,金敖大、吴祝平
603278,窦勇、窦宝森
603283,孙丰、曾慧
603286,是蓉珠、陆鹏
603288,"庞康,程雪,黄文彪,吴振兴,叶燕桥,陈军阳"
603289,郑建国、何英
603297,曹其东、曹袁丽萍
603299,江苏省人民政府国有资产监督管理委员会
603301,鲁建国、沈振芳
603303,横店社团经济企业联合会
603306,王雅筠、赖敏聪、赖方静静
603311,丁宏广、丁梅英
603315,吕世平
603317,邓文、唐璐
603318,山东省人民政府国有资产监督管理委员会
603320,吴建荣、吴储正
603321,钱雪林、钱雪根
603326,缪妍缇、汪春俊
603327,福建省国有资产监督管理委员会
603328,李铭浚、李永强、李永胜
603331,施小友、阮吉林、张启春、张启斌
603332,席文杰、席靓
603333,李广元
603335,Sindy Yi Min Zhao、赵瑞贞、罗洁
603336,黄俊辉、郑幼文
603337,胡彩芳、阮福德、阮积明、阮积祥
603348,唐杰邦、唐杰雄
603351,吴仁荣、陈新国、高正松
603356,黄业华、黄超、马息萍
603357,安徽省国有资产监督管理委员会
603359,席惠明、浦建芬
603360,刘宪武、王文锋
603365,李来斌、谢秋花、李裕陆、李裕高
603369,江苏省涟水县人民政府
603379,胡荣达
603380,钱新栋、钱小洁
603385,王惠文、王彦庆、董化忠、王彦伟
603389,高伟、高银楠、户美云
603390,邢映彪、陈丽娜
603396,李义升、杨延
603398,吴锭辉、吴锭延、吴玉娜、吴玉霞
603399,郑永刚
603421,曾繁忆、王建华
603456,花轩德、花莉蓉、花晓慧
603466,辛浩鹰、李晖
603486,钱东奇、DavidChengQian
603488,金培荣、奚方、丁煜、常呈建、杨一农
603496,沈振宇、胡德勇、王翔
603500,汤友钱、汤娇、汤文鸣、汤啸、汤秋娟、鲍晓华、范淑贞
603507,胡震、卜春华
603508,郭洁、王卫平、李欣
603515,马秀慧、王耀海
603518,王致勤、宋艳俊
603520,胡锦生、胡健
603527,封全虎、周丽
603530,马斌、陈小琴
603533,张凌云、成湘均
603535,段容文、黄艳婷、黄平、黄艳芸
603536,惠增玉、赵宏宇
603559,"王世超,唐志元,李春田,李全林,张显坤,王振刚,张建民,田国华,于生祥,孟奇"
603568,项光明、朱善玉、朱善银、王素勤
603569,薄世久、李桂屏
603577,刘艳华、刘锋
603578,杨敏、杨阿永
603579,林琪、林光荣
603580,涂木林、蔡瑞美
603589,徐进、刘安省
603590,刘建华、王锡娟
603595,沈新芳、沈晓宇
603598,罗衍记、蒋丽
603599,黄金祥、赵启荣
603600,张加勇、尚巍巍
603605,侯军呈、方爱琴
603606,夏崇耀、袁黎雨
603608,李林、梁耀华
603613,钱晓钧、刘泉
603615,陈冠宇、陈葵生、陈明生、林世福、陈福生
603616,北京市房山韩村河镇韩村河村经济合作社
603617,张阿华、陈惠菊、张君波
603618,孙庆炎家族
603619,朱逢学、李玉池
603626,徐金根、王冬梅
603629,邵树伟、邵秋萍、邵培生、史旭平
603630,吴桂谦、Laurena Wu、吴滨华
603638,冯晓鸿、宋飞、宋宇轩
603639,张爱英、葛尧伦、葛家成
603648,上海市浦东新区国有资产监督管理委员会
603650,Zhang Ning、Liu Dong Sheng
603655,戚建国、范小凤
603657,陈正明、陈凯、陈弘旋、张春霞
603663,夏鹏、吴世平、卢庄司
603665,张间芳、张惠莉、张家地
603667,张峰、俞越蕾
603669,陶灵萍、陶灵刚
603677,汪永琪、汪兴琪、汪东敏、汪伟东
603678,蔡明通、蔡劲军
603679,梁熹、梁钰祥、王绍蓉
603680,俞金坤、戈建鸣
603681,吕新民、郭雪燕
603683,周晓南、周晓东
603685,何文健、魏新娟
603687,方吾校、方能斌、方聪艺
603689,安徽省人民政府国有资产监督管理委员会
603693,江苏省人民政府
603697,鹿有忠、赵英、鹿新
603698,中国航天科技集团公司
603699,陆斌、王保庆、席超、程章文
603700,张世豪、王宗辉、徐云、赵绍满、王开拓、张琳
603701,张元园、张宏保
603703,叶利明、徐凤娟
603706,李明、李伟伟
603707,谢菊华、唐咏群、丁莹
603709,曹勇、胡林福
603711,蒋建琪、陆家华
603712,天津市国有资产监督管理委员会
603713,陈银河、李仁莉、慎蕾
603717,罗卫国、史东伟
603721,长沙广播电视集团
603722,朱学军、崔小丽
603726,高炎康、干玲娟、高文铭
603728,常建鸣、傅磊
603729,段佩璋、方小琴
603730,姜银台、姜明
603733,王敏文、王敏良、王敏强、王明龙、王敏岚
603738,喻信东、王丹、喻信辉、喻慧玲
603739,黄炳亮、张效成
603757,韩元富、韩元平、韩元再、王国良、徐伟建
603767,吴江、吴良行
603768,吴应宏、朱慧娟
603777,施永雷、郁瑞芬、施辉
603778,杨静、回全福
603786,柯桂华、柯炳华
603787,张崇舜、陈玉英
603788,钱高法、钱国年、钱国耀
603789,章沈强、钱菊花
603790,谢兵、顾喆栋、郑怡华
603797,黄建勲、黄婉茹、黄振达
603798,朱梅珍、朱振华
603799,谢伟通、陈雪华
603801,孙志勇、许帮顺
603803,高磊、李月杰、任建宏、朱春城、王剑铭、冯雪松
603808,夏国新、胡咏梅
603809,向朝东、徐应超、向星星、杜庭强、向朝明
603810,殷凤山、殷平
603815,俞发祥
603816,顾江生、顾玉华、王火仙
603817,福州市人民政府国有资产监督管理委员会
603818,赵瑞海、赵瑞宾
603828,顾益明、顾龙棣、顾佳、朱彩珍
603829,谈行、臧文明、汤其敏、谈建平、陈明
603838,蔡镇城、蔡镇锋、蔡镇茂、蔡镇通、李维香
603843,金生光、金生辉、李建莉
603848,沈汉标、王妙玉
603859,赵岚、祖军、于胜涛
603860,交通运输部公路科学研究所
603861,胡明聪、胡明高、胡明森、胡明光、胡合意
603863,王壮鹏、王壮加
603866,吴学群、吴学亮、吴志刚、盛雅莉、吴学东
603871,韩景华、孟联
603876,周贤海、王小丽
603877,张江平、张江波
603878,朱国良、朱琦、顾坚勤、沈卫强
603879,傅文昌、付文英、付水法、付秀珍
603881,上海市静安区国有资产监督管理委员会
603883,谢子龙、陈秀兰
603887,谢晓东、卢静芳
603888,新华通讯社
603895,荣俊林、荣青
603896,李明焱、朱惠照、李振皓、李振宇
603897,顾林祥、沈宝珠
603898,沈汉标、王妙玉
603899,陈湖文、陈湖雄、陈雪玲
603900,沈东军、马峻
603901,吕婕、罗邦毅
603906,石俊峰、朱香兰
603908,陆暾华、陆暾峰
603909,黄和宾、刘德全、何大喜、陈天培、陈俊平、黄爱平、林东明、高玮琳
603915,徐彬、徐国忠、沈惠萍
603916,缪昌文、刘加平、张建雄
603917,施良才、樊开曙、施元直、樊开源、施定威、蔡振贤、贺朝阳
603918,金国培
603922,洪伟涵、洪建沧
603926,张智林、张婷
603927,中国科学院软件研究所
603928,王进兴、王泉兴、沈根珍、曹连英
603929,姚祖骧、赵玉华
603936,徐缓、谢小梅
603937,蔡征国、蔡红
603955,栾剑洪、范荷娣
603956,李纪玺、孙海玲
603958,陈玉珍、吴珍芳、陈玉荣、陈玉芳、陈玉兴
603959,王海荣、王立言
603960,谈士力、陈久康
603963,杨君祥、杨清龙、尹翠仙
603966,金红萍、陶峰华
603967,李松青、葛言华、谢立军
603968,顾清泉、丁彩峰、庆九、帅建新、钱进、薛金全
603969,谢铁桥、谢铁根
603970,中华全国供销合作总社
603976,邓勇、邓秋晗、姜惠
603977,江西省国有资产监督管理委员会
603979,王先成、王慈成、王友成、王亦成、王意成
603980,邵伯金、徐建初
603983,孙怀庆、王晓蒲
603987,郑爱平、张宪淼、张伟
603989,艾立华、王安安
603992,周华松、吴文利
603993,于泳
603996,陈德松、江珍慧
603997,邬碧峰、王继民、王义平
603999,甘肃省人民政府
688001,陈文源、张茜
688006,曹骥、曹政
688009,国务院国有资产监督管理委员会
688011,康为民、康立新
688020,胡云连、苏陟、李冬梅
688021,潘吉庆、于发明、王建忠
688028,陈继锋、杨诺
688066,张燕、王宇翔
688088,Hui Deng、Liuhong Yang
688098,杨玉芳、杨从州、王东亮、聂东升
688099,John Zhong、Yeeping Chen Zhong
688101,蓝伟光、陈霓
688116,郑涛、严燕、张美杰、蔡永略、叶亚文
688122,陕西省财政厅
688128,国务院国有资产监督管理委员会
688138,"唐英敏,唐英年"
688139,海尔集团公司
688166,袁建栋、钟伟芳
688188,唐晔、代田田、卢琳、万章、谢淼
688196,叶活动、罗春妹、叶劭婧
688199,赵国锋、王立新
688202,陈金章、陈建煌、CHUN-LIN CHEN
688300,李晓冬、李长之
688358,莫若理、陆坚、莫善珏
688366,蒋伟、游捷
688368,胡黎强、刘洁茜
830799,吴臻、张岩
830809,刘国安、刘建波、李忠、朱荣华
831063,安徽省人民政府
831102,邢卫民、喻自文
831173,郑汉杰、孙伟文
831213,金碧华、夏亚萍
831856,倪军、倪代红、倪红艳、倪海燕、倪世和
831971,陈妙林
832238,韩谦、禹培根
832255,刘志洪、陈中杰、刘菊茹
832283,陈刚、潘美珍、任旭东、陈婷
832388,熊永宏、熊咏鸽
832491,张曙光、黄海涛
833137,刘威、刘国学、陶建芳
833831,郭强、郭鑫龙
834195,由艳丽、王斌
834316,张学山、张超凡、张学林
834765,黄华侨、蔡秀莹
836019,宣奇武、刘剑
836099,周孝伟、罗素玲
837069,李杰、韩超
838982,许奕川、许光荣
