股票代码,pid
000001,33004
000002,15821
000004,22607
000005,44835
000006,17903
000007,4765
000008,16198
000009,48411
000010,36058
000011,33399
000012,32842
000014,7972
000016,2417
000017,7692
000018,8984
000019,7843
000020,25212
000021,9105
000023,22425
000025,20259
000026,49022
000027,49958
000028,22760
000030,34960
000031,14974
000032,24316
000034,29221
000035,9387
000036,27842
000037,33926
000038,2845
000039,14527
000042,16814
000043,39186
000045,19129
000046,23690
000048,19878
000049,23780
000050,37050
000055,44617
000056,9922
000058,11098
000059,19081
000060,32412
000061,47602
000062,15474
000063,43425
000065,12799
000066,28857
000068,40599
000069,28927
000070,22732
000078,44500
000088,53031
000089,27900
000090,33419
000096,36612
000099,11717
000100,46229
000150,21450
000151,37097
000153,50438
000155,3293
000156,42641
000157,23358
000158,27765
000159,48897
000166,24544
000301,30012
000333,16734
000338,1052
000400,46058
000401,21773
000402,49865
000403,23791
000404,4411
000407,1611
000408,44944
000409,48271
000410,11849
000415,35921
000416,24641
000417,28532
000419,20282
000420,41600
000421,36485
000422,26999
000423,14937
000425,30677
000426,29216
000428,48423
000429,40586
000430,12460
000488,3732
000498,26932
000501,53227
000502,11372
000503,8400
000504,47535
000505,52265
000506,14607
000507,23246
000509,2321
000510,18407
000513,33213
000514,25881
000517,3019
000518,12050
000519,33183
000520,35899
000521,48269
000523,33771
000524,38011
000525,8239
000526,22320
000528,16630
000529,4489
000530,48901
000531,15721
000532,49610
000533,30891
000534,4335
000536,25885
000537,41937
000538,34309
000539,3225
000540,43712
000541,18773
000543,50591
000544,11356
000545,47207
000546,41315
000547,45851
000548,9845
000550,19963
000551,38804
000552,33173
000553,32057
000554,17930
000555,29221
000557,1717
000558,38731
000559,31367
000560,5650
000561,47747
000563,18931
000564,21033
000565,47461
000566,4081
000567,38908
000568,30455
000570,17849
000571,1351
000572,31379
000573,3508
000576,52926
000581,49540
000582,13687
000584,39841
000585,13804
000586,48248
000587,11955
000589,22168
000590,11393
000591,38021
000592,18310
000593,52249
000595,39257
000596,39084
000598,34127
000599,18796
000600,4887
000601,53778
000603,37709
000605,29126
000606,425
000607,33913
000608,46086
000609,10366
000611,32449
000612,16266
000613,39482
000615,6912
000616,1431
000617,2139
000619,38689
000620,16708
000622,16535
000623,22673
000625,53098
000626,47153
000627,5344
000628,3015
000629,18159
000630,26399
000631,31367
000632,22773
000633,22777
000635,4603
000636,40871
000637,19397
000638,19387
000639,30448
000650,30639
000651,2160
000652,35769
000655,1085
000656,16638
000657,20329
000659,35723
000661,11384
000662,2795
000663,54099
000665,29305
000666,50776
000667,38865
000668,42484
000669,27389
000670,6516
000671,43927
000672,51260
000673,7717
000676,16871
000677,15206
000678,49763
000679,24976
000680,37264
000681,20337
000682,47448
000683,25113
000685,6834
000686,4889
000687,15785
000688,19517
000690,18117
000691,3882
000692,12080
000695,9947
000697,47825
000698,11524
000700,33358
000701,18553
000702,47
000703,7651
000705,36511
000707,32476
000708,48987
000709,1590
000710,40399
000711,23984
000712,8888
000713,29509
000715,1548
000716,32701
000717,19539
000718,52958
000719,48482
000720,13663
000722,28910
000723,38164
000725,6983
000726,39216
000727,8696
000728,37131
000729,27362
000731,13540
000732,26213
000733,48745
000735,39702
000736,235
000737,7418
000738,23237
000739,51048
000750,40765
000751,32935
000752,373
000753,53983
000755,51256
000756,51062
000757,39565
000759,38065
000760,12157
000761,11873
000762,5262
000766,6793
000767,43629
000768,54035
000776,32730
000777,18738
000778,50633
000779,52178
000780,8116
000782,43651
000783,51113
000785,48044
000786,18456
000788,2670
000789,2774
000790,29942
000791,2412
000792,20985
000793,13646
000795,24089
000796,49927
000797,23859
000798,20006
000799,18531
000800,21824
000801,27524
000802,12891
000803,52931
000806,20450
000807,53805
000809,35208
000810,40939
000811,13625
000812,5366
000813,52233
000815,2624
000816,36486
000818,8458
000819,42105
000820,2653
000821,53241
000822,32349
000823,52259
000825,22968
000826,33349
000828,1705
000829,29428
000830,24224
000831,27891
000833,41780
000835,23316
000836,35758
000837,9970
000838,52923
000839,49158
000848,39741
000850,19658
000851,2300
000852,42650
000858,33296
000859,13360
000860,40034
000861,2226
000862,43605
000863,37959
000868,5497
000869,11709
000875,7237
000876,34372
000877,45205
000878,38746
000880,15676
000881,25863
000882,2579
000883,44548
000885,10577
000886,11314
000887,32340
000888,53555
000889,904
000890,6104
000892,43382
000893,27610
000895,14785
000897,22944
000898,51340
000899,27166
000900,47913
000901,7276
000902,33013
000903,31790
000905,12990
000906,44784
000908,51158
000909,13027
000910,31801
000911,52401
000912,5785
000913,11053
000915,54045
000917,36475
000918,30859
000919,1772
000920,39436
000921,37387
000922,46360
000923,8228
000925,22475
000926,350
000927,31012
000928,20312
000929,14924
000930,23971
000931,1820
000932,4367
000933,7985
000935,28736
000936,42836
000937,44453
000938,40349
000948,33983
000949,22039
000950,29227
000951,4658
000952,14656
000953,25600
000955,26496
000957,40822
000958,8973
000959,38755
000960,28587
000961,222
000962,24361
000963,52137
000965,3659
000966,23065
000967,26586
000968,25053
000969,22310
000970,47996
000971,39213
000973,12143
000975,27429
000976,19395
000977,38920
000978,20735
000980,17346
000981,13021
000982,35844
000983,17020
000985,11227
000987,1099
000988,5030
000989,10674
000990,21627
000993,821
000996,41905
000997,573
000998,24413
000999,17137
001696,32155
001872,27670
001896,21238
001965,25851
001979,39186
002001,45239
002002,20192
002003,49915
002004,31033
002005,49866
002006,31668
002007,32670
002009,36105
002010,40130
002012,12077
002013,24616
002014,18155
002015,25225
002016,16968
002017,42157
002019,23339
002020,5225
002021,1649
002022,26807
002023,13069
002024,23451
002025,50353
002026,25158
002027,53789
002028,47609
002029,21766
002030,50873
002031,44717
002032,26183
002033,30804
002034,14554
002035,4275
002036,43343
002037,10472
002038,33584
002039,30029
002040,12027
002041,51390
002042,21143
002043,38070
002044,19036
002045,4333
002046,53052
002047,49816
002048,54169
002049,6536
002050,19715
002051,33603
002052,19286
002053,24673
002054,35759
002055,48011
002056,9113
002057,22078
002058,16567
002059,37161
002060,41064
002061,1269
002062,36873
002063,28152
002064,11196
002065,12086
002066,11870
002067,30479
002068,28258
002069,5871
002071,10341
002072,50850
002073,45832
002074,38493
002075,33602
002076,41880
002077,47863
002078,25203
002079,38341
002080,46022
002081,40898
002082,42738
002083,16527
002084,27408
002085,19737
002086,28477
002087,51958
002088,24306
002089,26759
002090,1350
002091,3024
002092,21323
002093,51276
002094,42688
002095,12167
002096,6828
002097,48397
002098,16997
002099,37379
002100,40131
002101,13675
002102,27025
002103,49402
002104,265
002105,4567
002106,3617
002107,28344
002108,15393
002109,41178
002110,43801
002111,25004
002112,12762
002113,47040
002114,19722
002115,34072
002116,26488
002117,3550
002118,15452
002119,31560
002120,48678
002121,421
002122,3047
002123,6847
002124,36654
002125,48777
002126,29536
002127,28602
002128,29269
002129,35587
002130,46671
002131,35841
002132,38017
002133,52091
002134,32060
002135,13103
002136,40569
002137,11399
002138,3017
002139,49581
002140,20606
002141,44115
002142,48709
002144,43134
002145,46714
002146,53987
002147,8897
002148,47474
002149,27391
002150,29757
002151,15930
002152,3999
002153,20263
002154,41597
002155,50253
002156,22860
002157,18712
002158,36991
002159,47550
002160,28564
002161,32720
002162,16669
002163,30760
002164,13905
002165,17740
002166,20576
002167,3219
002168,44070
002169,19747
002170,38163
002171,5770
002172,48555
002174,47183
002175,794
002176,7712
002177,52994
002178,29369
002179,5748
002180,61
002181,18918
002182,13738
002183,26048
002184,38813
002185,26156
002186,2316
002187,16123
002188,12807
002189,30334
002190,33556
002191,20628
002192,51638
002193,7534
002194,20150
002195,20126
002196,37477
002197,42229
002198,34296
002199,26583
002200,23912
002201,11121
002202,15788
002203,5033
002204,26325
002205,32946
002206,5976
002207,5351
002208,2125
002209,5983
002210,14710
002211,8979
002212,4260
002213,22404
002214,13578
002215,47311
002216,43930
002217,6291
002218,16234
002219,50155
002220,35729
002221,46493
002222,46487
002223,465
002224,6368
002225,9038
002226,21097
002227,49464
002228,14768
002229,36911
002230,49685
002231,22365
002233,27364
002234,34116
002235,29900
002236,28030
002237,5421
002238,38793
002239,12225
002240,24186
002241,8901
002242,47443
002243,30051
002244,44761
002245,10999
002246,35999
002247,26203
002248,28579
002249,34103
002250,31924
002251,49499
002252,4900
002253,14095
002255,46846
002256,41351
002258,45668
002259,31426
002261,27042
002262,53321
002263,42809
002264,45299
002265,32263
002266,45334
002267,48310
002268,29336
002269,47806
002270,17678
002271,38775
002272,41
002273,33046
002274,44973
002275,51898
002276,35104
002277,7744
002278,2979
002279,38026
002280,39958
002281,42293
002282,7342
002283,30685
002284,48942
002286,15431
002287,3220
002288,5661
002289,13773
002290,24890
002291,32942
002292,1692
002293,13276
002294,53615
002295,10268
002296,25381
002297,17371
002298,15228
002299,51407
002300,523
002301,5336
002302,39306
002303,17663
002304,7242
002305,44493
002306,43337
002307,14692
002308,31344
002309,4162
002310,9208
002311,43084
002312,48961
002313,47544
002314,35138
002315,50793
002316,8124
002317,21974
002318,49491
002319,17207
002320,26753
002321,21204
002322,4974
002324,10492
002325,16145
002326,17171
002327,19630
002328,42196
002329,50940
002330,44635
002331,47768
002332,19492
002333,29067
002334,47346
002335,32586
002336,45278
002337,18690
002338,13886
002339,49408
002340,25913
002341,3306
002342,46503
002343,43200
002344,20604
002345,26039
002346,32165
002347,50757
002348,643
002349,27622
002350,52461
002351,29481
002352,18707
002353,31946
002354,16389
002355,6919
002356,23805
002357,16221
002358,8975
002359,48634
002360,894
002361,31160
002362,38105
002363,24709
002364,16317
002365,34992
002366,46050
002367,45318
002368,22788
002369,19287
002370,27763
002371,12140
002372,47245
002373,11260
002374,38897
002375,3078
002376,34691
002377,38737
002378,35394
002379,23793
002380,39832
002381,26292
002382,3801
002383,10773
002384,41437
002385,39366
002386,6004
002387,7263
002388,45200
002389,15830
002390,10061
002391,21221
002392,43067
002393,34791
002394,15556
002395,15491
002396,13031
002397,28979
002398,10618
002399,16236
002400,46693
002401,18162
002402,20574
002403,30770
002404,37257
002405,14149
002406,27999
002407,22731
002408,5023
002409,1272
002410,31936
002411,52338
002412,43033
002413,38533
002414,36710
002415,32214
002416,10351
002417,53783
002418,50987
002419,16683
002420,39207
002421,7822
002422,2881
002423,3962
002424,20658
002425,37034
002426,45971
002428,16344
002429,21887
002430,48324
002431,32308
002432,7147
002433,38999
002434,19403
002435,5891
002436,37318
002437,46609
002438,2279
002439,43670
002440,35151
002441,15128
002442,28488
002443,17699
002444,3826
002445,6024
002446,10913
002448,26157
002449,18773
002451,1680
002452,38738
002453,34135
002454,21295
002455,22886
002456,5252
002457,14096
002458,23227
002459,6498
002460,2609
002461,24068
002462,23835
002463,22029
002464,42698
002465,49129
002466,20608
002467,33512
002468,48955
002469,40960
002470,27917
002471,49912
002472,2766
002473,28234
002474,27901
002475,38251
002476,19792
002478,9367
002479,12144
002480,2291
002481,48859
002482,25249
002483,27832
002484,33156
002486,4128
002487,32552
002488,19203
002489,32195
002490,38049
002491,24726
002492,45055
002493,8765
002494,44159
002495,15812
002496,40253
002497,44955
002498,1869
002499,30836
002500,45003
002501,35817
002502,15503
002503,23815
002504,32171
002505,42323
002506,41313
002507,49474
002508,10033
002509,37601
002510,46959
002511,6398
002512,17141
002513,46684
002514,44065
002515,6021
002516,41490
002517,21619
002518,32903
002519,24887
002520,5856
002521,13746
002522,7321
002523,13623
002524,13599
002526,33051
002527,44620
002528,27984
002529,18719
002530,4381
002531,3370
002532,52208
002533,19769
002534,492
002535,52069
002536,34138
002537,9054
002538,31605
002539,13104
002540,37432
002541,20350
002542,20676
002543,32930
002544,13338
002545,46755
002546,51847
002547,47406
002548,53716
002549,34281
002550,43048
002551,12914
002552,27782
002553,39470
002554,10137
002555,1491
002556,34779
002557,20009
002558,23646
002559,51464
002560,25088
002561,40187
002562,16012
002563,52107
002564,37824
002565,25648
002566,36918
002567,10309
002568,32327
002569,41214
002570,14691
002571,48614
002572,45628
002573,17172
002574,36444
002575,38092
002576,39233
002577,10696
002578,24464
002579,8198
002580,31951
002581,41208
002582,14638
002583,24157
002584,37413
002585,21361
002586,53385
002587,2662
002588,36226
002589,1156
002590,27103
002591,10946
002592,18539
002593,47603
002594,879
002595,45546
002596,49221
002597,9553
002598,52513
002599,50013
002600,29210
002601,44218
002602,51285
002603,29423
002605,19440
002606,2781
002607,15033
002608,50918
002609,1025
002610,16241
002611,52889
002612,6986
002613,45637
002614,33411
002615,7406
002616,38173
002617,44950
002618,22932
002619,50920
002620,424
002621,14029
002622,29534
002623,20120
002624,28322
002625,10308
002626,45380
002627,27096
002628,30800
002629,5138
002630,26022
002631,11773
002632,47502
002633,19086
002634,32048
002635,15617
002636,21161
002637,47329
002638,37155
002639,34562
002640,964
002641,15037
002642,26328
002643,13492
002644,9749
002645,15848
002646,5583
002647,47029
002648,28877
002649,43189
002650,7026
002651,26869
002652,50332
002653,13745
002654,10098
002655,14054
002656,14326
002657,43647
002658,30174
002659,52131
002660,34324
002661,48358
002662,22479
002663,31109
002664,9817
002665,47224
002666,5484
002667,18689
002668,52796
002669,37235
002670,5799
002671,35178
002672,36281
002673,10921
002674,45578
002675,21702
002676,10844
002677,31603
002678,19886
002679,44531
002681,42782
002682,23128
002683,3612
002684,41364
002685,9225
002686,33077
002687,22221
002688,33694
002689,54031
002690,32194
002691,23298
002692,5362
002693,26989
002694,6344
002695,4612
002696,48611
002697,48762
002698,40051
002699,50672
002700,15630
002701,1096
002702,46191
002703,5622
002705,36347
002706,12195
002707,54185
002708,37547
002709,2846
002711,41991
002712,46158
002713,25682
002714,5093
002715,36870
002716,44601
002717,7857
002718,28191
002719,13013
002721,932
002722,13721
002723,3364
002725,52168
002726,19570
002727,47283
002728,19786
002729,22783
002730,16636
002731,41577
002732,10391
002733,2524
002734,32786
002735,156
002736,10400
002737,13009
002738,39429
002739,35903
002740,28412
002741,8829
002742,41659
002743,12987
002745,8279
002746,23767
002747,32867
002748,40598
002749,39976
002750,15349
002751,18281
002752,13224
002753,47678
002755,53404
002756,22635
002757,14536
002758,10142
002759,51055
002760,52299
002761,24646
002762,8272
002763,28956
002765,15062
002766,5196
002767,35057
002768,2970
002769,35726
002770,53361
002771,26957
002772,28514
002773,8747
002774,22687
002775,47655
002776,18148
002777,30339
002778,11615
002779,26096
002780,42922
002781,50350
002782,39367
002783,29352
002785,26541
002786,8233
002787,29977
002788,26071
002789,544
002790,41585
002791,5863
002792,6054
002793,30285
002795,26237
002796,42455
002797,38597
002798,23797
002800,3227
002801,33462
002802,24221
002803,23045
002805,9001
002806,21145
002807,8688
002808,3566
002809,15565
002810,10475
002811,31763
002812,5171
002813,43418
002815,15482
002816,5542
002817,41582
002818,43809
002819,12064
002820,15270
002821,41451
002822,31314
002823,48906
002824,52530
002825,2623
002826,7568
002827,48375
002828,27948
002829,19834
002830,7235
002831,46002
002832,51642
002833,47557
002835,2313
002836,11376
002837,1398
002838,39532
002839,22277
002840,31205
002841,28681
002842,35995
002843,9404
002845,46815
002846,41284
002847,27742
002848,43332
002849,15285
002850,20682
002851,19968
002852,665
002853,40360
002855,36923
002856,48372
002857,35735
002858,415
002859,46440
002860,16272
002861,11555
002862,31403
002863,32095
002864,48185
002865,5263
002866,53266
002867,47368
002868,41620
002869,34015
002870,22227
002871,11048
002872,33394
002873,13412
002875,16036
002876,19399
002877,5447
002878,13788
002879,12488
002880,22160
002881,33280
002882,51121
002883,38941
002884,46403
002885,30208
002886,45169
002887,590
002888,39321
002889,36740
002890,13217
002892,25376
002893,47015
002895,44415
002896,23457
002897,50651
002898,2218
002899,4338
002900,25278
002901,33439
002902,47263
002903,35296
002905,36140
002906,2569
002907,48281
002908,20341
002909,30483
002910,8175
002911,3523
002912,50827
002913,26458
002915,24941
002916,9130
002917,30983
002918,6069
002919,6465
002920,50785
002921,34599
002922,42523
002923,23260
002925,18783
002926,42978
002927,2651
002928,8073
002929,47395
002930,22062
002931,38224
002932,13399
002933,43655
002935,44059
002936,3114
002937,20736
002938,2427
002939,36332
002940,10124
002941,53007
002942,40299
002943,9857
002945,11641
002946,18698
002947,4066
002948,42783
002949,16514
002950,43112
002951,5490
002952,26947
002953,30853
002955,35872
002956,12666
002957,16390
002958,13319
002959,43052
002960,53311
002961,26678
002962,39035
002963,865
002965,26025
002966,17344
002967,3999
002968,6900
002969,50499
003816,41314
300001,10198
300002,7646
300003,17752
300004,46426
300005,16300
300006,42756
300007,42073
300008,10867
300009,33061
300010,33673
300011,49609
300012,19995
300013,11126
300014,46285
300015,30443
300016,15811
300017,31641
300018,52734
300019,42725
300020,41330
300021,53091
300022,20563
300023,3753
300024,9497
300025,31693
300026,1374
300027,12504
300029,43626
300030,3763
300031,12604
300032,14013
300033,47194
300034,18373
300035,9538
300036,52848
300037,28121
300038,33341
300039,36948
300040,3066
300041,32176
300042,35800
300043,21652
300044,51457
300045,41432
300046,47862
300047,13158
300048,14020
300049,45413
300050,45416
300051,43648
300052,22266
300053,34606
300054,42800
300055,45938
300056,31408
300057,7158
300058,24339
300059,41955
300061,26694
300062,7944
300064,30444
300065,34720
300066,16057
300067,31313
300068,36035
300069,10021
300070,43601
300071,28015
300072,28254
300073,31887
300074,11878
300075,40198
300076,28700
300077,30910
300078,11785
300079,5845
300080,33472
300081,10266
300082,51769
300083,49267
300084,42608
300085,11956
300086,34681
300087,48317
300088,30075
300089,25248
300090,43894
300091,12570
300092,41668
300094,29311
300095,34901
300096,49707
300098,42834
300099,38809
300100,51418
300101,19382
300102,7756
300103,42248
300105,8502
300106,4973
300107,27711
300108,36687
300109,51153
300110,26874
300111,37905
300112,48027
300113,27929
300114,13528
300115,20371
300116,34449
300117,33837
300118,17510
300119,26245
300120,40975
300121,39499
300122,23068
300123,23926
300124,49035
300125,16077
300126,29085
300127,49524
300128,38301
300129,26555
300130,7277
300131,47144
300132,28193
300133,10494
300134,37026
300135,35364
300136,29941
300137,53836
300138,45859
300139,6438
300140,42042
300141,28493
300142,7009
300143,6642
300144,18229
300145,7049
300146,39104
300147,19
300148,29753
300149,39149
300150,46354
300151,16541
300152,51480
300153,22031
300154,25139
300155,45735
300156,14406
300157,26111
300158,51141
300159,12589
300160,41809
300161,25056
300162,39595
300163,30437
300164,5283
300165,25516
300166,54028
300167,22205
300168,662
300169,37128
300170,30680
300171,39061
300172,2664
300173,13475
300174,12176
300175,28376
300176,24409
300177,19521
300178,41980
300179,53617
300180,28184
300181,9613
300182,18280
300183,40470
300184,43558
300185,13461
300187,24356
300188,46701
300189,12170
300190,5574
300191,5305
300192,17028
300193,24442
300194,48437
300195,44828
300196,41884
300197,5049
300198,40076
300199,52039
300200,15271
300201,32440
300202,28068
300203,51408
300204,24439
300205,53056
300206,33570
300207,19390
300208,12478
300209,37938
300210,25979
300211,26662
300212,22150
300213,28001
300214,15244
300215,51388
300217,15415
300218,39789
300219,40716
300220,51279
300221,20152
300222,29605
300223,5384
300224,4396
300225,23379
300226,34262
300227,2413
300228,33494
300229,3325
300230,3984
300231,45506
300232,35568
300233,40535
300234,33274
300235,10409
300236,19084
300237,33942
300238,12225
300239,169
300240,27039
300241,36852
300242,4016
300243,3425
300244,23756
300245,43470
300246,43804
300247,51638
300248,19804
300249,33645
300250,18711
300251,15119
300252,35641
300253,40264
300254,24554
300255,43862
300256,46011
300257,37719
300258,23055
300259,40516
300260,39076
300261,36587
300262,2750
300263,30088
300264,51468
300265,6934
300266,47556
300267,8087
300268,14968
300269,30187
300270,9015
300271,1325
300272,45329
300273,11141
300274,17807
300275,36372
300276,49195
300277,11389
300278,50813
300279,18983
300280,3338
300281,22257
300282,30838
300283,5163
300284,21280
300285,3476
300286,9204
300287,21741
300288,12539
300289,36495
300290,7459
300291,5810
300292,7914
300293,41526
300294,37252
300295,48020
300296,21778
300297,11842
300298,14427
300299,52534
300300,37285
300301,48120
300302,23596
300303,7865
300304,21246
300305,11683
300306,8996
300307,45565
300308,20636
300309,3276
300310,32888
300311,970
300312,35265
300313,14407
300314,3014
300315,36686
300316,42604
300317,16598
300318,53431
300319,44951
300320,20504
300321,45945
300322,28323
300323,27443
300324,41120
300325,38450
300326,33733
300327,20156
300328,11474
300329,44700
300330,39133
300331,41804
300332,3029
300333,13207
300334,33798
300335,30382
300336,6700
300337,16093
300338,20336
300339,18915
300340,32692
300341,17505
300342,28721
300343,2735
300344,29569
300345,24888
300346,22211
300347,49310
300348,29464
300349,18414
300350,35528
300351,52101
300352,21281
300353,50368
300354,10132
300355,29093
300356,29876
300357,11274
300358,48718
300359,7911
300360,28617
300362,5539
300363,30402
300364,20280
300365,33996
300366,26624
300367,26550
300368,50166
300369,9474
300370,48106
300371,17672
300373,39529
300374,39751
300375,33282
300376,6293
300377,28212
300378,36414
300379,18839
300380,47946
300381,46494
300382,10823
300383,35351
300384,12678
300385,5839
300386,22940
300387,22191
300388,11349
300389,8853
300390,43367
300391,47985
300392,47842
300393,41816
300394,12758
300395,35619
300396,47779
300398,27520
300399,13373
300400,52975
300401,49749
300402,41338
300403,37376
300404,22521
300405,31054
300406,29548
300407,41763
300408,46897
300409,15020
300410,18826
300411,17378
300412,48566
300413,39142
300415,16182
300416,44314
300417,14091
300418,40343
300419,23801
300420,25118
300421,35511
300422,7989
300423,47719
300424,42766
300425,297
300426,28186
300427,37624
300428,37404
300429,12510
300430,45470
300431,51722
300432,29247
300433,21237
300434,11691
300435,19115
300436,2221
300437,31729
300438,28346
300439,6088
300440,47351
300441,20499
300442,31544
300443,20076
300444,15753
300445,22578
300446,45581
300447,36309
300448,53612
300449,27679
300451,45731
300452,27008
300453,25949
300454,5077
300455,464
300456,5396
300457,45012
300458,4266
300459,19411
300460,35224
300461,15125
300462,18610
300463,7011
300464,11986
300465,30612
300466,7119
300467,33730
300468,48059
300469,10684
300470,31805
300471,3855
300472,20480
300473,36013
300474,34712
300475,28704
300476,34196
300477,31895
300478,29278
300479,44997
300480,53381
300481,3688
300482,54278
300483,28101
300484,14042
300485,31577
300486,48476
300488,46837
300489,7361
300490,10199
300491,31770
300492,11769
300493,49724
300494,45739
300495,20285
300496,16367
300497,42163
300498,39791
300499,1485
300500,33930
300501,23213
300502,16780
