股票代码,申万二级行业
600377,高速公路Ⅱ
600378,化学制品
600379,高低压设备
600380,化学制药
600381,营销传播
600382,综合Ⅱ
600383,房地产开发Ⅱ
600385,黄金
600386,营销传播
600387,石油化工
600388,专用设备
600389,化学制品
600390,多元金融
600391,航空装备
600392,稀有金属
600393,房地产开发Ⅱ
600395,煤炭开采Ⅱ
600396,电力
600397,煤炭开采Ⅱ
600398,服装家纺
600399,钢铁
600400,服装家纺
600403,煤炭开采Ⅱ
600405,电源设备
600406,电气自动化设备
600408,煤炭开采Ⅱ
600409,化学原料
600410,计算机应用
600415,商业物业经营
600416,电源设备
600418,汽车整车
600419,食品加工
600420,化学制药
600421,综合Ⅱ
600422,中药Ⅱ
600423,化学制品
600425,水泥制造
600426,化学制品
600428,航运Ⅱ
600429,食品加工
600433,造纸Ⅱ
600435,地面兵装
600436,中药Ⅱ
600438,电源设备
600439,家用轻工
600444,专用设备
600446,计算机应用
600448,纺织制造
600449,水泥制造
600452,电力
600456,稀有金属
600458,化学制品
600459,稀有金属
600460,半导体
600461,水务Ⅱ
600462,物流Ⅱ
600463,园区开发Ⅱ
600466,房地产开发Ⅱ
600467,渔业
600468,高低压设备
600469,橡胶
600470,化学制品
600475,电源设备
600476,计算机应用
600477,专业工程
600478,电子制造
600479,中药Ⅱ
600480,汽车零部件
600481,通用机械
600482,船舶制造
600483,电力
600485,通信设备
600486,化学制品
600487,通信设备
600488,化学制药
600489,黄金
600490,工业金属
600491,房屋建设
600493,纺织制造
600495,运输设备
600496,专业工程
600497,工业金属
600498,通信设备
600499,专用设备
600500,化学制品
600501,专用设备
600502,基础建设
600503,房地产开发Ⅱ
600505,电力
600506,种植业
600507,钢铁
600508,煤炭开采Ⅱ
600509,电力
600510,房地产开发Ⅱ
600511,医药商业Ⅱ
600512,基础建设
600513,化学制药
600515,房地产开发Ⅱ
600516,金属非金属新材料
600517,高低压设备
600518,中药Ⅱ
600519,饮料制造
600520,专用设备
600521,化学制药
600522,通信设备
600523,汽车零部件
600525,电气自动化设备
600526,专用设备
600527,化学纤维
600528,运输设备
600529,医疗器械Ⅱ
600530,生物制品Ⅱ
600531,工业金属
600532,其他采掘Ⅱ
600533,房地产开发Ⅱ
600535,中药Ⅱ
600536,计算机应用
600537,电源设备
600538,中药Ⅱ
600539,家用轻工
600540,种植业
600543,饮料制造
600545,专用设备
600546,煤炭开采Ⅱ
600547,黄金
600548,高速公路Ⅱ
600549,稀有金属
600550,高低压设备
600551,文化传媒
600552,光学光电子
600555,旅游综合Ⅱ
600556,综合Ⅱ
600557,中药Ⅱ
600558,金属制品
600559,饮料制造
600560,专用设备
600561,公交Ⅱ
600562,地面兵装
600563,元件Ⅱ
600565,房地产开发Ⅱ
600566,中药Ⅱ
600567,造纸Ⅱ
600568,房地产开发Ⅱ
600569,钢铁
600570,计算机应用
600571,计算机应用
600572,中药Ⅱ
600573,饮料制造
600575,物流Ⅱ
600576,文化传媒
600577,高低压设备
600578,电力
600579,专用设备
600580,电机
600581,钢铁
600582,专用设备
600583,采掘服务
600584,半导体
600585,水泥制造
600586,玻璃制造
600587,医疗器械Ⅱ
600588,计算机应用
600589,化学制品
600590,电气自动化设备
600592,通用机械
600593,景点
600594,中药Ⅱ
600595,工业金属
600596,化学制品
600597,食品加工
600598,种植业
600599,多元金融
600600,饮料制造
600601,元件Ⅱ
600602,计算机应用
600603,物流Ⅱ
600604,园区开发Ⅱ
600605,电力
600606,房地产开发Ⅱ
600608,贸易Ⅱ
600609,汽车零部件
600611,公交Ⅱ
600612,家用轻工
600614,金属非金属新材料
600615,金属非金属新材料
600616,饮料制造
600617,燃气Ⅱ
600618,化学原料
600619,白色家电
600620,综合Ⅱ
600621,证券
600622,房地产开发Ⅱ
600623,化学制品
600624,化学制药
600626,纺织制造
600628,一般零售
600629,房屋建设
600630,服装家纺
600633,互联网传媒
600634,互联网传媒
600635,燃气Ⅱ
600636,文化传媒
600637,文化传媒
600638,房地产开发Ⅱ
600639,园区开发Ⅱ
600640,互联网传媒
600641,房地产开发Ⅱ
600642,电力
600643,多元金融
600644,电力
600645,生物制品Ⅱ
600647,房地产开发Ⅱ
600648,园区开发Ⅱ
600649,房地产开发Ⅱ
600650,公交Ⅱ
600652,互联网传媒
600653,汽车服务
600654,计算机应用
600655,专业零售
600657,房地产开发Ⅱ
600658,园区开发Ⅱ
600660,汽车零部件
600661,文化传媒
600662,公交Ⅱ
600663,园区开发Ⅱ
600664,化学制药
600665,房地产开发Ⅱ
600666,光学光电子
600667,半导体
600668,水泥制造
600671,中药Ⅱ
600673,化学制药
600674,电力
600675,房地产开发Ⅱ
600676,汽车零部件
600677,航天装备
600678,其他建材
600679,其他交运设备
600681,燃气Ⅱ
600682,一般零售
600683,房地产开发Ⅱ
600684,房地产开发Ⅱ
600685,船舶制造
600686,汽车整车
600687,黄金
600688,石油化工
600689,纺织制造
600690,白色家电
600691,化学制品
600692,房地产开发Ⅱ
600693,一般零售
600694,一般零售
600695,多元金融
600696,综合Ⅱ
600697,一般零售
600698,汽车零部件
600699,汽车零部件
600701,计算机应用
600702,饮料制造
600703,光学光电子
600704,物流Ⅱ
600705,多元金融
600707,光学光电子
600708,房地产开发Ⅱ
600710,贸易Ⅱ
600711,稀有金属
600712,一般零售
600713,医药商业Ⅱ
600714,化学原料
600715,文化传媒
600716,房地产开发Ⅱ
600717,港口Ⅱ
600718,计算机应用
600719,电力
600720,水泥制造
600721,医疗服务Ⅱ
600722,化学原料
600723,一般零售
600724,房地产开发Ⅱ
600725,贸易Ⅱ
600726,电力
600727,化学制品
600728,计算机应用
600729,一般零售
600730,综合Ⅱ
600731,化学制品
600732,电源设备
600733,汽车整车
600734,通信设备
600735,家用轻工
600736,房地产开发Ⅱ
600737,农产品加工
600738,商业物业经营
600739,生物制品Ⅱ
600740,煤炭开采Ⅱ
600741,汽车零部件
600742,汽车零部件
600743,房地产开发Ⅱ
600744,电力
600745,电子制造
600746,化学制品
600747,综合Ⅱ
600748,房地产开发Ⅱ
600749,景点
600750,中药Ⅱ
600751,其他电子
600753,贸易Ⅱ
600754,酒店Ⅱ
600755,贸易Ⅱ
600756,计算机应用
600757,文化传媒
600758,煤炭开采Ⅱ
600759,石油开采Ⅱ
600760,航空装备
600761,专用设备
600763,医疗服务Ⅱ
600764,地面兵装
600765,通用机械
600766,黄金
600767,医疗服务Ⅱ
600768,工业金属
600769,房屋建设
600770,半导体
600771,中药Ⅱ
600773,房地产开发Ⅱ
600774,一般零售
600775,通信设备
600776,通信设备
600777,石油开采Ⅱ
600778,一般零售
600779,饮料制造
600780,电力
600781,化学制药
600782,钢铁
600783,多元金融
600784,综合Ⅱ
600785,一般零售
600787,物流Ⅱ
600789,化学制药
600790,商业物业经营
600791,房地产开发Ⅱ
600792,煤炭开采Ⅱ
600793,造纸Ⅱ
600794,物流Ⅱ
600795,电力
600796,生物制品Ⅱ
600797,计算机应用
600798,航运Ⅱ
600800,计算机设备
600801,水泥制造
600802,水泥制造
600803,综合Ⅱ
600804,通信设备
600805,高速公路Ⅱ
600807,房地产开发Ⅱ
600808,钢铁
600809,饮料制造
600810,化学纤维
600811,综合Ⅱ
600812,化学制药
600814,一般零售
600815,专用设备
600816,多元金融
600817,综合Ⅱ
600818,其他交运设备
600819,玻璃制造
600820,基础建设
600821,一般零售
600822,贸易Ⅱ
600823,房地产开发Ⅱ
600824,服装家纺
600825,文化传媒
600826,贸易Ⅱ
600827,一般零售
600828,一般零售
600829,医药商业Ⅱ
600830,多元金融
600831,文化传媒
600833,医药商业Ⅱ
600834,公交Ⅱ
600835,专用设备
600836,包装印刷Ⅱ
600837,证券
600838,一般零售
600839,视听器材
600841,通用机械
600843,专用设备
600844,化学制品
600845,计算机应用
600846,房屋建设
600847,电源设备
600848,园区开发Ⅱ
600850,计算机应用
600851,化学制药
600853,基础建设
600854,白色家电
600855,计算机设备
600856,燃气Ⅱ
600857,一般零售
600858,一般零售
600859,一般零售
600860,金属制品
600861,一般零售
600862,航空装备
600863,电力
600864,证券
600865,一般零售
600866,食品加工
600867,生物制品Ⅱ
600868,电力
600869,高低压设备
600870,贸易Ⅱ
600871,采掘服务
600872,食品加工
600873,农产品加工
600874,水务Ⅱ
600875,电源设备
600876,玻璃制造
600877,电源设备
600879,航天装备
600880,文化传媒
600881,水泥制造
600882,食品加工
600883,水泥制造
600884,其他电子
600885,高低压设备
600886,电力
600887,食品加工
600888,工业金属
600889,化学纤维
600890,房地产开发Ⅱ
600891,家用轻工
600892,互联网传媒
600893,航空装备
600894,专用设备
600895,园区开发Ⅱ
600896,医疗服务Ⅱ
600897,机场Ⅱ
600898,通信设备
600900,电力
600901,多元金融
600903,燃气Ⅱ
600908,银行
600909,证券
600917,燃气Ⅱ
600919,银行
600926,银行
600929,化学原料
600933,汽车零部件
600936,文化传媒
600939,房屋建设
600958,证券
600959,文化传媒
600960,汽车零部件
600961,工业金属
600962,饮料制造
600963,造纸Ⅱ
600965,综合Ⅱ
600966,造纸Ⅱ
600967,地面兵装
600968,采掘服务
600969,电力
600970,专业工程
600971,煤炭开采Ⅱ
600973,高低压设备
600975,畜禽养殖
600976,中药Ⅱ
600977,文化传媒
600978,家用轻工
600979,电力
600980,专用设备
600981,贸易Ⅱ
600982,电力
600983,白色家电
600984,专用设备
600985,煤炭开采Ⅱ
600986,营销传播
600987,纺织制造
600988,黄金
600989,化学制品
600990,地面兵装
600992,金属制品
600993,中药Ⅱ
600995,电力
600996,文化传媒
600997,煤炭开采Ⅱ
600998,医药商业Ⅱ
600999,证券
601000,港口Ⅱ
601001,煤炭开采Ⅱ
601002,通用机械
601003,钢铁
601005,钢铁
601006,铁路运输Ⅱ
601007,酒店Ⅱ
601008,港口Ⅱ
601009,银行
601010,一般零售
601011,煤炭开采Ⅱ
601012,电源设备
601015,煤炭开采Ⅱ
601016,电力
601018,港口Ⅱ
601019,文化传媒
601020,工业金属
601021,航空运输Ⅱ
601028,金属制品
601038,专用设备
601058,橡胶
601066,证券
601068,专业工程
601069,黄金
601077,银行
601086,一般零售
601088,煤炭开采Ⅱ
601098,文化传媒
601099,证券
601100,通用机械
601101,煤炭开采Ⅱ
601106,专用设备
601107,高速公路Ⅱ
601108,证券
601111,航空运输Ⅱ
601113,一般零售
601116,一般零售
601117,专业工程
601118,种植业
601126,电气自动化设备
601127,汽车整车
601128,银行
601137,工业金属
601138,电子制造
601139,燃气Ⅱ
601155,房地产开发Ⅱ
601158,水务Ⅱ
601162,证券
601163,橡胶
601166,银行
601168,工业金属
601169,银行
601177,通用机械
601179,高低压设备
601186,基础建设
601188,高速公路Ⅱ
601198,证券
601199,水务Ⅱ
601200,环保工程及服务
601208,塑料Ⅱ
601211,证券
601212,工业金属
601216,化学原料
601218,电源设备
601222,电气自动化设备
601225,煤炭开采Ⅱ
601226,专业工程
601228,港口Ⅱ
601229,银行
601231,电子制造
601233,化学纤维
601236,证券
601238,汽车整车
601258,汽车服务
601288,银行
601298,港口Ⅱ
601311,汽车零部件
601318,保险
601326,港口Ⅱ
601328,银行
601330,环保工程及服务
601333,铁路运输Ⅱ
601336,保险
601339,纺织制造
601360,计算机应用
601366,一般零售
601368,水务Ⅱ
601369,通用机械
601375,证券
601377,证券
601388,工业金属
601390,基础建设
601398,银行
601500,橡胶
601515,包装印刷Ⅱ
601518,高速公路Ⅱ
601519,计算机应用
601555,证券
601558,电源设备
601566,服装家纺
601567,电气自动化设备
601577,银行
601579,饮料制造
601588,房地产开发Ⅱ
601595,文化传媒
601598,物流Ⅱ
601599,纺织制造
601600,工业金属
601601,保险
601606,地面兵装
601607,医药商业Ⅱ
601608,专用设备
601611,基础建设
601615,电源设备
601616,高低压设备
601618,专业工程
601619,电力
601628,保险
601633,汽车整车
601636,玻璃制造
601666,煤炭开采Ⅱ
601668,房屋建设
601669,基础建设
601677,工业金属
601678,化学原料
601688,证券
601698,航天装备
601699,煤炭开采Ⅱ
601717,汽车零部件
601718,服装家纺
601727,电源设备
601766,运输设备
601777,汽车整车
601788,证券
601789,房屋建设
601798,专用设备
601799,汽车零部件
601800,基础建设
601801,文化传媒
601808,采掘服务
601811,文化传媒
601818,银行
601828,商业物业经营
601838,银行
601857,石油开采Ⅱ
601858,文化传媒
601860,银行
601865,玻璃制造
601866,航运Ⅱ
601869,通信设备
601872,航运Ⅱ
601877,高低压设备
601878,证券
601880,港口Ⅱ
601881,证券
601882,通用机械
601886,装修装饰
601888,旅游综合Ⅱ
601890,船舶制造
601898,煤炭开采Ⅱ
601899,黄金
601900,文化传媒
601901,证券
601908,电力
601916,银行
601918,煤炭开采Ⅱ
601919,航运Ⅱ
601928,文化传媒
601929,文化传媒
601933,一般零售
601939,银行
601949,文化传媒
601952,种植业
601958,稀有金属
601965,汽车服务
601966,橡胶
601968,包装印刷Ⅱ
601969,其他采掘Ⅱ
601975,航运Ⅱ
601985,电力
601988,银行
601989,船舶制造
601990,证券
601991,电力
601992,水泥制造
601996,家用轻工
601997,银行
601998,银行
601999,文化传媒
603000,互联网传媒
603001,服装家纺
603002,化学制品
603003,贸易Ⅱ
603005,半导体
603006,汽车零部件
603007,园林工程
603008,家用轻工
603009,汽车零部件
603010,化学制品
603011,专用设备
603012,专用设备
603013,汽车零部件
603015,电气自动化设备
603016,高低压设备
603017,房屋建设
603018,基础建设
603019,计算机设备
603020,食品加工
603021,家用轻工
603022,包装印刷Ⅱ
603023,汽车零部件
603025,电气自动化设备
603026,化学制品
603027,食品加工
603028,金属制品
603029,专用设备
603030,装修装饰
603031,一般零售
603032,公交Ⅱ
603033,橡胶
603035,汽车零部件
603036,专用设备
603037,汽车零部件
603038,其他建材
603039,计算机应用
603040,汽车零部件
603041,化学制品
603042,通信设备
603043,食品加工
603045,金属非金属新材料
603050,电气自动化设备
603055,纺织制造
603056,物流Ⅱ
603058,包装印刷Ⅱ
603059,家用轻工
603060,综合Ⅱ
603063,电源设备
603066,物流Ⅱ
603067,化学原料
603068,半导体
603069,公交Ⅱ
603076,专用设备
603077,化学原料
603078,化学制品
603079,化学制药
603080,燃气Ⅱ
603081,专用设备
603083,通信设备
603085,汽车零部件
603086,化学制品
603088,通用机械
603089,汽车零部件
603090,通用机械
603093,多元金融
603096,文化传媒
603098,专业工程
603099,景点
603100,电气自动化设备
603101,一般零售
603103,文化传媒
603105,电源设备
603106,计算机设备
603108,医疗服务Ⅱ
603110,化学制品
603111,运输设备
603113,煤炭开采Ⅱ
603115,工业金属
603116,服装家纺
603117,物流Ⅱ
603118,通信设备
603121,汽车零部件
603123,一般零售
603126,环保工程及服务
603127,医疗服务Ⅱ
603128,物流Ⅱ
603129,其他交运设备
603131,通用机械
603133,化学制品
603136,景点
603138,计算机应用
603139,中药Ⅱ
603156,饮料制造
603157,服装家纺
603158,汽车零部件
603159,专用设备
603160,半导体
603161,汽车零部件
603165,造纸Ⅱ
603166,汽车零部件
603167,航运Ⅱ
603168,化学制药
603169,专用设备
603177,环保工程及服务
603178,汽车零部件
603179,汽车零部件
603180,家用轻工
603181,化学制品
603183,专业工程
603185,电源设备
603186,元件Ⅱ
603187,通用机械
603188,化学制品
603189,计算机应用
603192,化学制品
603196,服装家纺
603197,汽车零部件
603198,饮料制造
603199,景点
603200,环保工程及服务
603203,专用设备
603208,家用轻工
603214,专业零售
603217,化学制品
603218,电源设备
603220,通信设备
603222,化学制药
603223,物流Ⅱ
603225,化学纤维
603226,家用轻工
603227,化学制品
603228,元件Ⅱ
603229,化学制药
603232,计算机应用
603233,医药商业Ⅱ
603236,通信设备
603238,纺织制造
603239,汽车零部件
603256,化学制品
603258,互联网传媒
603259,医疗服务Ⅱ
603260,金属非金属新材料
603266,塑料Ⅱ
603267,元件Ⅱ
603268,家用轻工
603269,通用机械
603277,通用机械
603278,金属制品
603279,专用设备
603283,专用设备
603286,汽车零部件
603288,食品加工
603289,专用设备
603297,光学光电子
603298,专用设备
603299,化学原料
603300,多元金融
603301,医疗器械Ⅱ
603303,光学光电子
603305,汽车零部件
603306,汽车零部件
603308,通用机械
603309,医疗器械Ⅱ
603311,专用设备
603313,家用轻工
603315,通用机械
603316,园林工程
603317,食品加工
603318,专用设备
603319,汽车零部件
603320,电机
603321,专用设备
603322,通信设备
603323,银行
603326,家用轻工
603327,电子制造
603328,元件Ⅱ
603329,物流Ⅱ
603330,化学制品
603331,通用机械
603332,化学纤维
603333,高低压设备
603335,汽车零部件
603336,农产品加工
603337,专用设备
603338,专用设备
603339,通用机械
603345,食品加工
603348,汽车零部件
603351,化学制药
603355,白色家电
603356,专用设备
603357,基础建设
603358,汽车零部件
603359,园林工程
603360,化学制品
603363,饲料Ⅱ
603365,服装家纺
603366,白色家电
603367,医疗器械Ⅱ
603368,医药商业Ⅱ
603369,饮料制造
603377,汽车服务
603378,化学制品
603379,化学制品
603380,电子制造
603383,计算机应用
603385,家用轻工
603386,元件Ⅱ
603387,医疗器械Ⅱ
603388,园林工程
603389,家用轻工
603390,计算机设备
603393,燃气Ⅱ
603396,电源设备
603398,家用轻工
603399,稀有金属
603416,电气自动化设备
603421,通信设备
603429,包装印刷Ⅱ
603444,互联网传媒
603456,化学制药
603458,基础建设
603466,装修装饰
603477,纺织制造
603486,白色家电
603488,专用设备
603489,电机
603496,计算机设备
603499,包装印刷Ⅱ
603500,运输设备
603501,半导体
603505,其他采掘Ⅱ
603506,房地产开发Ⅱ
603507,电源设备
603508,计算机应用
603515,光学光电子
603516,计算机设备
603517,食品加工
603518,服装家纺
603519,白色家电
603520,化学制药
603527,工业金属
603528,汽车服务
603530,高低压设备
603533,互联网传媒
603535,物流Ⅱ
603536,食品加工
603538,化学制药
603555,服装家纺
603556,仪器仪表
603557,服装家纺
603558,服装家纺
603559,通信设备
603566,动物保健
603567,中药Ⅱ
603568,环保工程及服务
603569,物流Ⅱ
603577,高低压设备
603578,白色家电
603579,白色家电
603580,塑料Ⅱ
603583,电机
603585,化学制品
603586,汽车零部件
603587,服装家纺
603588,环保工程及服务
603589,饮料制造
603590,生物制品Ⅱ
603595,通用机械
603596,汽车零部件
603598,营销传播
603599,化学制品
603600,家用轻工
603601,化学制品
603602,通信设备
603603,环保工程及服务
603605,化学制品
603606,高低压设备
603607,包装印刷Ⅱ
603608,服装家纺
603609,饲料Ⅱ
603610,家用轻工
603611,专用设备
603612,金属非金属新材料
603613,专业零售
603615,塑料Ⅱ
603616,其他建材
603617,通用机械
603618,高低压设备
603619,采掘服务
603626,金属制品
603628,电源设备
603629,电子制造
603630,化学制品
603633,电子制造
603636,计算机应用
603637,专业工程
603638,专用设备
603639,化学制品
603648,物流Ⅱ
603650,化学制品
603655,汽车零部件
603656,专用设备
603657,白色家电
603658,医疗器械Ⅱ
603659,其他电子
603660,计算机设备
603661,家用轻工
603662,仪器仪表
603663,稀有金属
603665,服装家纺
603666,通用机械
603667,通用机械
603668,饲料Ⅱ
603669,化学制药
603676,化学制药
603677,白色家电
603678,元件Ⅱ
603679,光学光电子
603680,运输设备
603681,化学制品
603683,化学制品
603685,光学光电子
603686,专用设备
603687,包装印刷Ⅱ
603688,金属非金属新材料
603689,燃气Ⅱ
603690,专用设备
603693,电力
603696,食品加工
603697,食品加工
603698,专业工程
603699,通用机械
603700,仪器仪表
603701,汽车零部件
603703,通信设备
603706,燃气Ⅱ
603707,化学制药
603708,一般零售
603709,家用轻工
603711,饮料制造
603712,通信设备
603713,物流Ⅱ
603716,医药商业Ⅱ
603717,园林工程
603718,动物保健
603721,文化传媒
603722,化学制品
603725,化学制品
603726,白色家电
603727,采掘服务
603728,电机
603729,营销传播
603730,汽车零部件
603733,造纸Ⅱ
603737,化学制品
603738,元件Ⅱ
603739,动物保健
603755,食品加工
603757,通用机械
603766,其他交运设备
603767,汽车零部件
603768,汽车零部件
603773,光学光电子
603776,其他交运设备
603777,食品加工
603778,园林工程
603779,饮料制造
603786,汽车零部件
603787,其他交运设备
603788,汽车零部件
603789,专用设备
603790,化学制品
603797,水务Ⅱ
603798,石油化工
603799,稀有金属
603800,专用设备
603801,家用轻工
603803,通信设备
603806,电源设备
603808,服装家纺
603809,汽车零部件
603810,化学制品
603811,化学制药
603813,物流Ⅱ
603815,基础建设
603816,家用轻工
603817,水务Ⅱ
603818,家用轻工
603819,电机
603822,化学制品
603823,化学制品
603825,营销传播
603826,金属非金属新材料
603828,装修装饰
603829,高低压设备
603833,家用轻工
603838,家用轻工
603839,服装家纺
603843,基础建设
603848,家用轻工
603855,专用设备
603856,其他建材
603858,中药Ⅱ
603859,电气自动化设备
603860,基础建设
603861,高低压设备
603863,造纸Ⅱ
603866,食品加工
603867,化学制品
603868,白色家电
603869,计算机应用
603871,物流Ⅱ
603876,工业金属
603877,服装家纺
603878,钢铁
603879,化学制品
603880,医疗器械Ⅱ
603881,计算机应用
603882,医疗服务Ⅱ
603883,医药商业Ⅱ
603885,航空运输Ⅱ
603886,食品加工
603887,房屋建设
603888,互联网传媒
603889,纺织制造
603890,电子制造
603895,专用设备
603896,中药Ⅱ
603897,高低压设备
603898,家用轻工
603899,家用轻工
603900,专业零售
603901,专用设备
603903,水务Ⅱ
603906,石油化工
603908,服装家纺
603909,基础建设
603912,专用设备
603915,通用机械
603916,化学制品
603917,汽车零部件
603918,计算机应用
603919,饮料制造
603920,元件Ⅱ
603922,汽车零部件
603926,汽车零部件
603927,计算机应用
603928,化学原料
603929,专业工程
603933,半导体
603936,元件Ⅱ
603937,其他建材
603938,化学制品
603939,医药商业Ⅱ
603955,园林工程
603956,专用设备
603958,服装家纺
603959,专业工程
603960,通用机械
603963,中药Ⅱ
603966,专用设备
603967,物流Ⅱ
603968,化学制品
603969,金属制品
603970,化学制品
603976,医疗器械Ⅱ
603977,化学制品
603978,金属非金属新材料
603979,采掘服务
603980,化学制品
603982,汽车零部件
603983,化学制品
603985,通用机械
603986,半导体
603987,医疗器械Ⅱ
603988,电机
603989,元件Ⅱ
603990,计算机应用
603991,塑料Ⅱ
603992,家用轻工
603993,稀有金属
603996,视听器材
603997,汽车零部件
603998,中药Ⅱ
603999,文化传媒
688001,专用设备
688002,其他电子
688003,专用设备
688005,其他电子
688006,专用设备
688007,光学光电子
688008,半导体
688009,运输设备
688010,光学光电子
688011,地面兵装
688012,专用设备
688015,运输设备
688016,医疗器械Ⅱ
688018,半导体
688019,半导体
688020,电子制造
688021,专用设备
688022,专用设备
688025,专用设备
688028,通用机械
688029,医疗器械Ⅱ
688030,计算机应用
688033,运输设备
688036,通信设备
688058,计算机应用
688066,航天装备
688068,医疗器械Ⅱ
688088,计算机应用
688098,动物保健
688099,半导体
688101,环保工程及服务
688108,医疗器械Ⅱ
688111,计算机应用
688116,金属非金属新材料
688122,金属非金属新材料
688128,专用设备
688138,光学光电子
688139,医疗器械Ⅱ
688166,化学制药
688168,计算机应用
688188,计算机应用
688196,环保工程及服务
688199,化学制品
688202,医疗服务Ⅱ
688288,计算机设备
688299,塑料Ⅱ
688300,金属非金属新材料
688310,专用设备
688321,化学制药
688358,医疗器械Ⅱ
688363,生物制品Ⅱ
688366,医疗器械Ⅱ
688368,半导体
688369,计算机应用
688388,工业金属
688389,医疗器械Ⅱ
830799,计算机应用
830809,化学制品
831063,计算机应用
831102,畜禽养殖
831173,医药商业Ⅱ
831213,石油化工
831274,电子制造
831406,电气设备
831475,通用设备
831856,专用设备
831895,医疗器械服务
831971,商业物业经营
832003,通信设备
832238,化学制品
832255,计算机应用
832283,电源设备
832388,金属非金属新材料
832491,半导体及元件
832709,光学光电子
832861,医疗器械服务
833047,医疗器械服务
833137,汽车零部件
833629,计算机应用
833645,计算机设备
833831,基础化学
834021,通信服务
834195,互联网传媒
834316,贸易Ⅱ
834765,家用轻工
834779,塑料Ⅱ
835147,造纸Ⅱ
836019,交运设备服务
836099,包装印刷
837069,计算机应用
838966,互联网传媒
838982,电源设备
872521,纺织制造
